,Unnamed: 0,country,description,points,price,province,title,variety,description_preprocessed
4325,4325,France,"There is such a surprising level of acidity in this wine that it seems unsure of where to go with its sweetness. The fruit flavors are lemon, peach and dry honey. While the wine is likely to age, it is already missing intensity.",88,,Bordeaux,Château Rabaud-Promis 2004  Sauternes,Bordeaux-style White Blend,surprising level acidity wine seem unsure go sweetness fruit flavor lemon peach dry honey wine likely age already miss intensity
4326,4326,US,"INOX—from the French inoxidable—is Chehalem's stainless steel-fermented Chardonnay, what some might label “naked” or “unwooded.” It is widely available and very appealing, with a tart, stony texture and bright, acid-driven fruit. Green apple and citrus are front and center in this vintage, with a steely spine of natural acid and virtually no residual sugar.",88,19.0,Oregon,Chehalem 2007 INOX Chardonnay (Willamette Valley),Chardonnay,inox — from french inoxidable — be chehalem stainless steel - ferment chardonnay might label naked unwooded . widely available appeal tart stony texture bright acid - drive fruit green apple citrus front center vintage steely spine natural acid virtually residual sugar
4327,4327,US,"Fragrant and soft, this nicely oaked Pinot Noir offers cherry, cola, mocha and toast flavors. If there is a critique to be made, it is that the finish, though clean and pure, feels just a little flat in the mouth, not as lively as the entry promises.",88,30.0,Oregon,Daedalus Cellars 2006 Pinot Noir (Willamette Valley),Pinot Noir,fragrant soft nicely oake pinot noir offer cherry cola mocha toast flavor critique make finish though clean pure feel little flat mouth lively entry promise
4328,4328,France,"A rich wine from a ripe year. The flavors are full and open, edged with a mushroom character that suggests maturity. The fruits are going towards almonds, while the structure has softened.",88,28.0,Loire Valley,Fournier Père et Fils 2005 Grand Cuvée Fournier Vieilles Vignes  (Sancerre),Sauvignon Blanc,rich wine ripe year flavor full open edge mushroom character suggest maturity fruit go towards almond structure soften
4329,4329,Spain,"Smells and tastes semisweet, with vanilla and molasses on the nose. The palate runs sweet as well, with root beer, brown sugar and brownie flavors. It's enjoyable and made right, but with less acidity and cut than many Sherries. Finishes with a mocha blast and some grabby thickness.",88,25.0,Andalucia,Bodegas Dios Baco S.L. NV Oloroso Sherry (Jerez),Sherry,smell taste semisweet vanilla molasse nose palate run sweet well root beer brown sugar brownie flavor enjoyable make right less acidity cut many sherry finish mocha blast grabby thickness
4330,4330,Italy,"Coda della Foce (a blend of Nero d'Avola, Merlot and Petit Verdot that sees 17 months in oak) delivers a sweet nose of cherry fruit, red rose, blueberry and Indian spice. The wine has firm density and raw tannins followed by succulent fruit flavors.",88,42.0,Sicily & Sardinia,Cantine Barbera 2006 Coda della Foce Red (Menfi),Red Blend,coda della foce blend nero d'avola merlot petit verdot see 17 month oak deliver sweet nose cherry fruit red rise blueberry indian spice wine firm density raw tannin follow succulent fruit flavor
4331,4331,Italy,"Sachia is a pure expression of the Perricone grape variety that shares some similarities to modern Cabernet or Syrah. This is a meaty, full-bodied red with lingering tones of black pepper, sage leaf, smoke and toasted nut lavished over a solid core of cherry fruit. The wine offers thick tannins and firm structure suitable for beef dishes.",88,19.0,Sicily & Sardinia,Caruso & Minini 2006 Terre di Giumara Sachia Perricone (Sicilia),Perricone,sachia pure expression perricone grape variety share similaritie modern cabernet syrah meaty full - bodied red linger tone black pepper sage leaf smoke toast nut lavish solid core cherry fruit wine offer thick tannin firm structure suitable beef dish
4332,4332,Australia,"Vanilla and fresh lumber notes lead the way, but gardenia and stone fruits emerge in the mouth and lead to a long, creamy finish remniscent of a peach milkshake. A final kick of acidity keeps the whole thing balanced.",88,24.0,South Australia,Yangarra Estate Vineyard 2007 Single Vineyard Viognier (McLaren Vale),Viognier,vanilla fresh lumber note lead way gardenia stone fruit emerge mouth lead long creamy finish remniscent peach milkshake final kick acidity keep whole thing balance
4333,4333,Australia,"Usually one of Yarra's top Pinots, the 2006 YS Reserve is a medium-bodied, rounded wine with extremely soft tannic structure. The aromas hint at brown sugar, coffee and cola, with flavors of roasted root vegetables and a touch of mushroom. Supple and silky on the finish. Drink now.",88,60.0,Victoria,Yering Station 2006 Reserve Pinot Noir (Yarra Valley),Pinot Noir,usually one yarra top pinot 2006 ys reserve medium - bodied rounded wine extremely soft tannic structure aroma hint brown sugar coffee cola flavors roast root vegetable touch mushroom supple silky finish drink
4334,4334,Spain,"An initial blast of butter and sweaty cheese settles with airing, but this amontillado remains aggressive and demanding up front. In the mouth, this is correct in feel and balance. Saline-rich flavors of walnut, peanut and mushroom finish steady.",90,32.0,Andalucia,Alvear NV Amontillado Carlos VII Pedro Ximénez (Montilla-Moriles),Pedro Ximénez,initial blast butter sweaty cheese settle air amontillado remain aggressive demand front mouth correct feel balance saline - rich flavor walnut peanut mushroom finish steady
4335,4335,US,"Soft, round and lengthy, there's a lot to admire and enjoy in this wine. Licorice, leather and undulating ripe blackberry and black cherry fruit combine on the palate. It's medium bodied, intense and complex, with dark chocolate accents on the finish.",90,35.0,California,Ampelos 2012 Gamma Syrah (Sta. Rita Hills),Syrah,soft round lengthy lot admire enjoy wine licorice leather undulate ripe blackberry black cherry fruit combine palate medium bodied intense complex dark chocolate accent finish
4336,4336,Spain,"Aromas of sweet oak and maple announce that this Mencía received generous barrel treatment. Supple in feel, this tastes of oaky plum and raspberry along with a dash of salt. Jammy berry notes and a hint of Graham cracker rise up on the finish. Drink through 2019.",90,44.0,Northern Spain,Avancia 2014 Mencía (Valdeorras),Mencía,aromas sweet oak maple announce mencía receive generous barrel treatment supple feel taste oaky plum raspberry along dash salt jammy berry notes hint graham cracker rise finish drink 2019
4337,4337,US,"Crisp and robust in pine-forest aromas, ripe cranberry and savory black tea, this coastal wine is feral yet velvety in texture. Concentrated and full bodied, it has underbelly that's undeniably mineral.",90,75.0,California,Castello di Amorosa 2014 Terra de Promissio Pinot Noir (Sonoma Coast),Pinot Noir,crisp robust pine - forest aroma ripe cranberry savory black tea coastal wine feral yet velvety texture concentrate full bodied underbelly undeniably mineral
4338,4338,US,"Made in a full-bodied style with a density of firm tannins, this wine offers a mix of ripe black cherry and black licorice notes, the core succulent and strong.",90,50.0,California,Screen Door Cellars 2014 Pinot Noir (Russian River Valley),Pinot Noir,make full - bodied style density firm tannin wine offer mix ripe black cherry black licorice note core succulent strong
4339,4339,Italy,"This savory Brunello has red berry, scorched soil and new leather aromas. It's full-bodied and finely tannic, offering black cherry, tobacco and clove flavors, while a licorice note marks the finish. Enjoy 2018–through 2023.",90,130.0,Tuscany,Seconda Stella a Destra 2012  Brunello di Montalcino,Sangiovese,savory brunello red berry scorch soil new leather aroma full - bodied finely tannic offering black cherry tobacco clove flavor licorice note mark finish enjoy 2018 – through 2023
4340,4340,US,"From the warmest vintage on record, ripeness was never the issue here. It's balance and freshness that are the litmus test, and this passes with flying colors. Firm polished apple and pear fruit anchors the wine, with highlights of citrus skin. It's got all you could ask for in an all-purpose, solid and tasty young white wine.",90,19.0,Oregon,Sokol Blosser 2015 Pinot Gris (Willamette Valley),Pinot Gris,warm vintage record ripeness never issue balance freshness litmus test pass fly color firm polished apple pear fruit anchor wine highlight citrus skin get could ask all - purpose solid tasty young white wine
4341,4341,US,"This nonvintage blend is best identified by its edtion number—this latest being #20. It's a runaway success, cleverly incorporating up to eight different varieties. Mixing aromatic whites and fruit-powered grapes such as Chardonnay and Pinot Gris, it captures the best of both. Here the citrusy aromatics are principally from Muscat, while a touch of Sémillon adds a lick of lanolin to the tangy, juicy fruit.",90,15.0,America,Sokol Blosser NV Evolution Lucky No. 9 White (America),White Blend,nonvintage blend well identify edtion number — this late 20 . runaway success cleverly incorporate eight different variety mix aromatic white fruit - power grape chardonnay pinot gris capture good citrusy aromatics principally muscat touch sémillon add lick lanolin tangy juicy fruit
4342,4342,US,"This is the best of the 2015 vineyard designates from Soléna. It's a pretty wine with bright raspberry fruit. There's a gentle touch of stem, which helps to frame it, and a dark vein of espresso and cacao running through the tannins.",90,48.0,Oregon,Soléna 2015 Prince Hill Vineyard Pinot Noir (Dundee Hills),Pinot Noir,good 2015 vineyard designate soléna pretty wine bright raspberry fruit gentle touch stem help frame dark vein espresso cacao run tannin
4343,4343,US,"This wine is remarkably well made and memorable for its relatively large production scale, making it a great, accessible find. Integrated oak meets lifted acidity, the midpalate driven by floral and citrus highlights. The finish is light and refreshing.",90,23.0,California,Sonoma-Cutrer 2014 Chardonnay (Sonoma Coast),Chardonnay,wine remarkably well make memorable relatively large production scale make great accessible find integrate oak meet lift acidity midpalate drive floral citrus highlight finish light refreshing
4344,4344,US,"From a tiny coastal vineyard, this wine appears light-bodied and delicate at first, building its power slowly in the glass. Sous bois, earthy spice and savory tea give it an edginess unfettered by fruit, while a healthy tannic structure keeps it grounded.",90,65.0,California,Talisman 2013 Huckleberry's Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,tiny coastal vineyard wine appear light - bodied delicate first building power slowly glass sous bois earthy spice savory tea give edginess unfettered fruit healthy tannic structure keeps ground
4345,4345,US,"Complex aromatics link notes of pine needle, chocolate cherry bark and pepper. In the mouth it's smooth and supple, graceful and polished. It finishes slightly chalky and citrusy. Drink up by 2020.",90,32.0,Oregon,The Four Graces 2014 Pinot Noir (Willamette Valley),Pinot Noir,complex aromatics link note pine needle chocolate cherry bark pepper mouth smooth supple graceful polished finish slightly chalky citrusy drink 2020
